Rainfall,Flood,Humidity,Year,Month,Day,Temperature
24.4,0.0,78.15484671274145,1884,6,17,28.0
8.5,0.0,78.15484671274145,1884,6,18,27.799999999999997
14.5,0.0,78.15484671274145,1884,6,19,26.4
34.2,0.0,78.15484671274145,1884,6,20,25.25
13.1,0.0,78.15484671274145,1884,6,21,25.85
0.1,0.0,78.15484671274145,1884,6,22,29.25
0.8,0.0,78.15484671274145,1884,6,23,28.700000000000003
27.3,0.0,78.15484671274145,1884,6,24,26.55
4.1,0.0,78.15484671274145,1884,6,25,28.7
0.0,0.0,78.15484671274145,1884,6,26,28.75
0.0,0.0,78.15484671274145,1884,6,27,29.05
6.9,0.0,78.15484671274145,1884,6,28,28.65
7.2,0.0,78.15484671274145,1884,6,29,28.55
65.7,0.0,78.15484671274145,1884,6,30,27.25
28.5,0.0,78.15484671274145,1884,7,1,27.75
24.2,0.0,78.15484671274145,1884,7,2,26.65
13.7,0.0,78.15484671274145,1884,7,3,28.2
13.1,0.0,78.15484671274145,1884,7,4,28.15
0.8,0.0,78.15484671274145,1884,7,5,29.5
3.7,0.0,78.15484671274145,1884,7,6,27.35
22.5,0.0,78.15484671274145,1884,7,7,26.65
9.1,0.0,78.15484671274145,1884,7,8,27.799999999999997
0.4,0.0,78.15484671274145,1884,7,9,29.2
2.8,0.0,78.15484671274145,1884,7,10,28.35
0.0,0.0,78.15484671274145,1884,7,11,28.5
0.0,0.0,78.15484671274145,1884,7,12,29.2
0.0,0.0,78.15484671274145,1884,7,13,30.0
0.2,0.0,78.15484671274145,1884,7,14,30.200000000000003
0.0,0.0,78.15484671274145,1884,7,15,29.15
0.0,0.0,78.15484671274145,1884,7,16,29.5
6.9,0.0,78.15484671274145,1884,7,17,28.35
2.5,0.0,78.15484671274145,1884,7,18,29.3
0.0,0.0,78.15484671274145,1884,7,19,29.9
0.0,0.0,78.15484671274145,1884,7,20,30.9
94.1,0.0,78.15484671274145,1884,7,21,27.7
0.0,0.0,78.15484671274145,1884,7,22,29.950000000000003
5.1,0.0,78.15484671274145,1884,7,23,29.55
57.2,0.0,78.15484671274145,1884,7,24,25.9
11.1,0.0,78.15484671274145,1884,7,25,26.65
2.7,0.0,78.15484671274145,1884,7,26,27.95
0.0,0.0,78.15484671274145,1884,7,27,28.6
0.0,0.0,78.15484671274145,1884,7,28,29.25
8.7,0.0,78.15484671274145,1884,7,29,26.85
13.5,0.0,78.15484671274145,1884,7,30,27.35
11.5,0.0,78.15484671274145,1884,7,31,27.3
0.4,0.0,78.15484671274145,1884,8,1,28.5
0.0,0.0,78.15484671274145,1884,8,2,28.0
0.0,0.0,78.15484671274145,1884,8,3,28.200000000000003
0.0,0.0,78.15484671274145,1884,8,4,29.0
0.0,0.0,78.15484671274145,1884,8,5,28.35
0.0,0.0,78.15484671274145,1884,8,6,29.0
0.0,0.0,78.15484671274145,1884,8,7,28.7
5.1,0.0,78.15484671274145,1884,8,8,26.9
0.0,0.0,78.15484671274145,1884,8,9,29.15
0.0,0.0,78.15484671274145,1884,8,10,29.5
5.4,0.0,78.15484671274145,1884,8,11,28.700000000000003
5.1,0.0,78.15484671274145,1884,8,12,28.700000000000003
45.7,0.0,78.15484671274145,1884,8,13,28.35
26.8,0.0,78.15484671274145,1884,8,14,27.3
58.4,0.0,78.15484671274145,1884,8,15,25.7
25.8,0.0,78.15484671274145,1884,8,16,25.6
0.6,0.0,78.15484671274145,1884,8,17,27.15
5.1,0.0,78.15484671274145,1884,8,18,28.6
0.0,0.0,78.15484671274145,1884,8,19,28.85
0.0,0.0,78.15484671274145,1884,8,20,28.65
7.0,0.0,78.15484671274145,1884,8,21,29.65
0.0,0.0,78.15484671274145,1884,8,22,29.6
0.0,0.0,78.15484671274145,1884,8,23,29.4
15.3,0.0,78.15484671274145,1884,8,24,27.0
0.0,0.0,78.15484671274145,1884,8,25,29.5
4.1,0.0,78.15484671274145,1884,8,26,29.3
27.2,0.0,78.15484671274145,1884,8,27,26.35
27.9,0.0,78.15484671274145,1884,8,28,26.450000000000003
3.7,0.0,78.15484671274145,1884,8,29,27.9
11.4,0.0,78.15484671274145,1884,8,30,27.6
0.0,0.0,78.15484671274145,1884,8,31,28.35
0.6,0.0,78.15484671274145,1884,9,1,28.35
0.1,0.0,78.15484671274145,1884,9,2,28.9
0.3,0.0,78.15484671274145,1884,9,3,28.2
0.0,0.0,78.15484671274145,1884,9,4,28.5
0.1,0.0,78.15484671274145,1884,9,5,28.700000000000003
0.0,0.0,78.15484671274145,1884,9,6,29.200000000000003
0.0,0.0,78.15484671274145,1884,9,7,29.0
13.7,0.0,78.15484671274145,1884,9,8,28.549999999999997
1.6,0.0,78.15484671274145,1884,9,9,29.4
141.9,0.0,78.15484671274145,1884,9,10,25.85
108.1,0.0,78.15484671274145,1884,9,11,25.4
25.8,0.0,78.15484671274145,1884,9,12,26.15
1.8,0.0,78.15484671274145,1884,9,13,28.4
0.3,0.0,78.15484671274145,1884,9,14,28.1
0.0,0.0,78.15484671274145,1884,9,15,28.200000000000003
0.0,0.0,78.15484671274145,1884,9,16,28.4
1.3,0.0,78.15484671274145,1884,9,17,28.45
3.7,0.0,78.15484671274145,1884,9,18,28.1
0.0,0.0,78.15484671274145,1884,9,19,28.85
0.0,0.0,78.15484671274145,1884,9,20,28.4
0.0,0.0,78.15484671274145,1884,9,21,27.65
0.0,0.0,78.15484671274145,1884,9,22,26.950000000000003
0.0,0.0,78.15484671274145,1884,9,23,26.5
0.0,0.0,78.15484671274145,1884,9,24,26.65
0.0,0.0,78.15484671274145,1884,9,25,26.95
0.3,0.0,78.15484671274145,1884,9,26,27.15
12.8,0.0,78.15484671274145,1884,9,27,25.8
2.1,0.0,78.15484671274145,1884,9,28,27.299999999999997
0.0,0.0,78.15484671274145,1884,9,29,27.700000000000003
0.0,0.0,78.15484671274145,1884,9,30,27.5
34.2,0.0,78.15484671274145,1884,10,1,25.35
24.3,0.0,78.15484671274145,1884,10,2,26.05
3.6,0.0,78.15484671274145,1884,10,3,27.65
0.7,0.0,78.15484671274145,1884,10,4,27.35
0.0,0.0,78.15484671274145,1884,10,5,27.55
0.0,0.0,78.15484671274145,1884,10,6,27.299999999999997
0.0,0.0,78.15484671274145,1884,10,7,27.4
3.8,0.0,78.15484671274145,1884,10,8,27.200000000000003
0.0,0.0,78.15484671274145,1884,10,9,27.85
0.0,0.0,78.15484671274145,1884,10,10,28.0
1.0,0.0,78.15484671274145,1884,10,11,27.6
0.0,0.0,78.15484671274145,1884,10,12,27.7
0.0,0.0,78.15484671274145,1884,10,13,27.5
5.1,0.0,78.15484671274145,1884,10,14,25.75
0.0,0.0,78.15484671274145,1884,10,15,23.1
1.1,0.0,78.15484671274145,1884,10,16,23.0
2.8,0.0,78.15484671274145,1884,10,17,23.75
0.0,0.0,78.15484671274145,1884,10,18,25.35
0.0,0.0,78.15484671274145,1884,10,19,25.700000000000003
0.0,0.0,78.15484671274145,1884,10,20,23.65
0.0,0.0,78.15484671274145,1884,10,21,22.65
0.0,0.0,78.15484671274145,1884,10,22,23.4
0.0,0.0,78.15484671274145,1884,10,23,23.0
0.0,0.0,78.15484671274145,1884,10,24,22.95
0.0,0.0,78.15484671274145,1884,10,25,23.35
0.0,0.0,78.15484671274145,1884,10,26,23.15
0.0,0.0,78.15484671274145,1884,10,27,23.8
2.0,0.0,78.15484671274145,1884,10,28,24.25
0.0,0.0,78.15484671274145,1884,10,29,26.25
0.0,0.0,78.15484671274145,1884,10,30,26.6
0.0,0.0,78.15484671274145,1884,10,31,25.1
0.0,0.0,78.15484671274145,1884,11,1,25.6
4.1,0.0,78.15484671274145,1884,11,2,23.95
23.4,0.0,78.15484671274145,1884,11,3,23.2
2.1,0.0,78.15484671274145,1884,11,4,24.8
0.0,0.0,78.15484671274145,1884,11,5,24.95
3.7,0.0,78.15484671274145,1884,11,6,24.65
0.0,0.0,78.15484671274145,1884,11,7,24.0
0.0,0.0,78.15484671274145,1884,11,8,23.5
0.0,0.0,78.15484671274145,1884,11,9,23.5
0.0,0.0,78.15484671274145,1884,11,10,18.95
0.0,0.0,78.15484671274145,1884,11,11,19.95
1.8,0.0,78.15484671274145,1884,11,12,22.950000000000003
0.0,0.0,78.15484671274145,1884,11,13,24.65
0.0,0.0,78.15484671274145,1884,11,14,20.85
0.0,0.0,78.15484671274145,1884,11,15,20.0
0.0,0.0,78.15484671274145,1884,11,16,22.75
0.1,0.0,78.15484671274145,1884,11,17,23.2
2.3,0.0,78.15484671274145,1884,11,18,19.75
0.5,0.0,78.15484671274145,1884,11,19,16.8
0.0,0.0,78.15484671274145,1884,11,20,18.4
0.0,0.0,78.15484671274145,1884,11,21,16.2
0.0,0.0,78.15484671274145,1884,11,22,13.55
0.0,0.0,78.15484671274145,1884,11,23,13.9
0.0,0.0,78.15484671274145,1884,11,24,15.3
0.0,0.0,78.15484671274145,1884,11,25,15.549999999999999
0.0,0.0,78.15484671274145,1884,11,26,16.0
0.0,0.0,78.15484671274145,1884,11,27,15.7
0.0,0.0,78.15484671274145,1884,11,28,15.75
0.0,0.0,78.15484671274145,1884,11,29,16.6
0.0,0.0,78.15484671274145,1884,11,30,17.65
0.0,0.0,78.15484671274145,1884,12,1,18.1
0.0,0.0,78.15484671274145,1884,12,2,19.450000000000003
0.0,0.0,78.15484671274145,1884,12,3,19.65
0.0,0.0,78.15484671274145,1884,12,4,18.299999999999997
0.0,0.0,78.15484671274145,1884,12,5,16.0
0.01,0.0,78.15484671274145,1884,12,6,13.9
0.01,0.0,78.15484671274145,1884,12,7,14.7
0.0,0.0,78.15484671274145,1884,12,8,14.7
0.0,0.0,78.15484671274145,1884,12,9,14.850000000000001
0.0,0.0,78.15484671274145,1884,12,10,15.850000000000001
0.0,0.0,78.15484671274145,1884,12,11,16.65
0.0,0.0,78.15484671274145,1884,12,12,15.100000000000001
0.0,0.0,78.15484671274145,1884,12,13,15.0
0.0,0.0,78.15484671274145,1884,12,14,15.95
0.0,0.0,78.15484671274145,1884,12,15,15.850000000000001
0.0,0.0,78.15484671274145,1884,12,16,15.75
0.0,0.0,78.15484671274145,1884,12,17,17.9
0.0,0.0,78.15484671274145,1884,12,18,15.899999999999999
0.0,0.0,78.15484671274145,1884,12,19,13.7
0.0,0.0,78.15484671274145,1884,12,20,15.100000000000001
0.0,0.0,78.15484671274145,1884,12,21,14.950000000000001
0.0,0.0,78.15484671274145,1884,12,22,15.0
0.0,0.0,78.15484671274145,1884,12,23,15.05
0.0,0.0,78.15484671274145,1884,12,24,15.549999999999999
0.0,0.0,78.15484671274145,1884,12,25,16.6
0.0,0.0,78.15484671274145,1884,12,26,16.3
0.0,0.0,78.15484671274145,1884,12,27,14.35
0.0,0.0,78.15484671274145,1884,12,28,15.549999999999999
0.0,0.0,78.15484671274145,1884,12,29,16.1
0.0,0.0,78.15484671274145,1884,12,30,12.7
0.0,0.0,78.15484671274145,1884,12,31,14.100000000000001
0.0,0.0,78.15484671274145,1885,1,1,15.850000000000001
0.0,0.0,78.15484671274145,1885,1,2,17.35
0.0,0.0,78.15484671274145,1885,1,3,15.700000000000001
0.0,0.0,78.15484671274145,1885,1,4,16.6
0.0,0.0,78.15484671274145,1885,1,5,17.95
0.0,0.0,78.15484671274145,1885,1,6,18.950000000000003
0.0,0.0,78.15484671274145,1885,1,7,17.65
0.0,0.0,78.15484671274145,1885,1,8,15.75
0.0,0.0,78.15484671274145,1885,1,9,15.799999999999999
0.0,0.0,78.15484671274145,1885,1,10,16.6
0.0,0.0,78.15484671274145,1885,1,11,17.6
0.0,0.0,78.15484671274145,1885,1,12,16.4
0.0,0.0,78.15484671274145,1885,1,13,14.5
0.0,0.0,78.15484671274145,1885,1,14,14.25
0.0,0.0,78.15484671274145,1885,1,15,12.600000000000001
0.0,0.0,78.15484671274145,1885,1,16,13.2
0.0,0.0,78.15484671274145,1885,1,17,15.5
2.1,0.0,78.15484671274145,1885,1,18,12.45
0.0,0.0,78.15484671274145,1885,1,19,11.35
0.0,0.0,78.15484671274145,1885,1,20,12.95
0.0,0.0,78.15484671274145,1885,1,21,14.5
0.0,0.0,78.15484671274145,1885,1,22,17.9
0.0,0.0,78.15484671274145,1885,1,23,16.7
0.0,0.0,78.15484671274145,1885,1,24,16.75
0.0,0.0,78.15484671274145,1885,1,25,18.7
0.0,0.0,78.15484671274145,1885,1,26,14.8
18.1,0.0,78.15484671274145,1885,1,27,11.7
2.2,0.0,78.15484671274145,1885,1,28,11.100000000000001
0.0,0.0,78.15484671274145,1885,1,29,12.1
0.0,0.0,78.15484671274145,1885,1,30,12.600000000000001
0.0,0.0,78.15484671274145,1885,1,31,12.35
0.0,0.0,78.15484671274145,1885,2,1,14.3
0.0,0.0,78.15484671274145,1885,2,2,13.25
0.0,0.0,78.15484671274145,1885,2,3,13.6
0.7,0.0,78.15484671274145,1885,2,4,13.95
0.4,0.0,78.15484671274145,1885,2,5,14.55
2.1,0.0,78.15484671274145,1885,2,6,17.8
0.0,0.0,78.15484671274145,1885,2,7,18.15
2.8,0.0,78.15484671274145,1885,2,8,13.9
0.3,0.0,78.15484671274145,1885,2,9,12.2
0.0,0.0,78.15484671274145,1885,2,10,12.55
0.4,0.0,78.15484671274145,1885,2,11,13.5
0.4,0.0,78.15484671274145,1885,2,12,13.75
0.0,0.0,78.15484671274145,1885,2,13,15.25
0.0,0.0,78.15484671274145,1885,2,14,13.0
0.0,0.0,78.15484671274145,1885,2,15,12.05
1.1,0.0,78.15484671274145,1885,2,16,13.5
0.1,0.0,78.15484671274145,1885,2,17,10.85
0.0,0.0,78.15484671274145,1885,2,18,11.05
0.0,0.0,78.15484671274145,1885,2,19,12.2
0.0,0.0,78.15484671274145,1885,2,20,13.25
5.5,0.0,78.15484671274145,1885,2,21,13.45
0.0,0.0,78.15484671274145,1885,2,22,12.7
5.2,0.0,78.15484671274145,1885,2,23,11.350000000000001
21.0,0.0,78.15484671274145,1885,2,24,8.8
26.8,0.0,78.15484671274145,1885,2,25,8.15
2.1,0.0,78.15484671274145,1885,2,26,10.7
0.0,0.0,78.15484671274145,1885,2,27,12.4
0.0,0.0,78.15484671274145,1885,2,28,13.100000000000001
0.0,0.0,78.15484671274145,1885,3,1,14.9
0.0,0.0,78.15484671274145,1885,3,2,15.799999999999999
0.0,0.0,78.15484671274145,1885,3,3,16.049999999999997
0.0,0.0,78.15484671274145,1885,3,4,16.2
0.0,0.0,78.15484671274145,1885,3,5,18.75
0.0,0.0,78.15484671274145,1885,3,6,17.85
0.0,0.0,78.15484671274145,1885,3,7,16.9
0.0,0.0,78.15484671274145,1885,3,8,14.8
0.2,0.0,78.15484671274145,1885,3,9,13.9
1.2,0.0,78.15484671274145,1885,3,10,12.8
0.0,0.0,78.15484671274145,1885,3,11,12.75
4.6,0.0,78.15484671274145,1885,3,12,11.149999999999999
7.5,0.0,78.15484671274145,1885,3,13,11.75
0.0,0.0,78.15484671274145,1885,3,14,13.0
18.1,0.0,78.15484671274145,1885,3,15,14.899999999999999
0.0,0.0,78.15484671274145,1885,3,16,13.95
0.0,0.0,78.15484671274145,1885,3,17,13.85
1.4,0.0,78.15484671274145,1885,3,18,14.05
1.2,0.0,78.15484671274145,1885,3,19,14.75
0.0,0.0,78.15484671274145,1885,3,20,17.45
0.3,0.0,78.15484671274145,1885,3,21,19.2
0.0,0.0,78.15484671274145,1885,3,22,20.1
0.0,0.0,78.15484671274145,1885,3,23,21.1
0.0,0.0,78.15484671274145,1885,3,24,22.35
5.1,0.0,78.15484671274145,1885,3,25,18.7
0.0,0.0,78.15484671274145,1885,3,26,18.6
11.0,0.0,78.15484671274145,1885,3,27,16.75
11.7,0.0,78.15484671274145,1885,3,28,14.45
0.0,0.0,78.15484671274145,1885,3,29,18.2
0.0,0.0,78.15484671274145,1885,3,30,21.3
0.3,0.0,78.15484671274145,1885,3,31,18.200000000000003
0.0,0.0,78.15484671274145,1885,4,1,18.8
0.0,0.0,78.15484671274145,1885,4,2,19.4
0.0,0.0,78.15484671274145,1885,4,3,20.200000000000003
0.0,0.0,78.15484671274145,1885,4,4,21.299999999999997
0.0,0.0,78.15484671274145,1885,4,5,22.15
0.0,0.0,78.15484671274145,1885,4,6,23.65
0.0,0.0,78.15484671274145,1885,4,7,22.65
0.0,0.0,78.15484671274145,1885,4,8,22.6
6.3,0.0,78.15484671274145,1885,4,9,20.0
0.0,0.0,78.15484671274145,1885,4,10,19.55
0.0,0.0,78.15484671274145,1885,4,11,22.5
0.0,0.0,78.15484671274145,1885,4,12,22.950000000000003
0.0,0.0,78.15484671274145,1885,4,13,23.65
0.0,0.0,78.15484671274145,1885,4,14,23.7
0.0,0.0,78.15484671274145,1885,4,15,20.3
3.6,0.0,78.15484671274145,1885,4,16,21.1
0.0,0.0,78.15484671274145,1885,4,17,24.4
1.1,0.0,78.15484671274145,1885,4,18,20.65
6.7,0.0,78.15484671274145,1885,4,19,20.4
132.4,0.0,78.15484671274145,1885,4,20,21.35
102.0,0.0,78.15484671274145,1885,4,21,20.950000000000003
1.4,0.0,78.15484671274145,1885,4,22,18.700000000000003
0.4,0.0,78.15484671274145,1885,4,23,18.8
0.0,0.0,78.15484671274145,1885,4,24,21.65
0.0,0.0,78.15484671274145,1885,4,25,21.15
0.0,0.0,78.15484671274145,1885,4,26,23.0
0.0,0.0,78.15484671274145,1885,4,27,24.2
0.0,0.0,78.15484671274145,1885,4,28,24.9
59.3,0.0,78.15484671274145,1885,4,29,25.0
64.8,0.0,78.15484671274145,1885,4,30,20.45
0.5,0.0,78.15484671274145,1885,5,1,20.2
0.5,0.0,78.15484671274145,1885,5,2,20.9
2.9,0.0,78.15484671274145,1885,5,3,21.85
36.8,0.0,78.15484671274145,1885,5,4,23.25
0.0,0.0,78.15484671274145,1885,5,5,24.8
0.0,0.0,78.15484671274145,1885,5,6,24.15
0.0,0.0,78.15484671274145,1885,5,7,23.8
0.0,0.0,78.15484671274145,1885,5,8,24.15
0.0,0.0,78.15484671274145,1885,5,9,26.0
1.9,0.0,78.15484671274145,1885,5,10,26.85
5.0,0.0,78.15484671274145,1885,5,11,25.1
2.9,0.0,78.15484671274145,1885,5,12,22.65
1.9,0.0,78.15484671274145,1885,5,13,22.9
16.2,0.0,78.15484671274145,1885,5,14,26.1
2.2,0.0,78.15484671274145,1885,5,15,26.15
0.6,0.0,78.15484671274145,1885,5,16,26.450000000000003
0.0,0.0,78.15484671274145,1885,5,17,24.35
0.0,0.0,78.15484671274145,1885,5,18,24.15
0.2,0.0,78.15484671274145,1885,5,19,24.4
0.0,0.0,78.15484671274145,1885,5,20,26.15
5.3,0.0,78.15484671274145,1885,5,21,27.4
0.0,0.0,78.15484671274145,1885,5,22,27.85
0.0,0.0,78.15484671274145,1885,5,23,27.85
9.4,0.0,78.15484671274145,1885,5,24,27.9
0.0,0.0,78.15484671274145,1885,5,25,28.05
0.0,0.0,78.15484671274145,1885,5,26,27.75
0.0,0.0,78.15484671274145,1885,5,27,28.4
1.3,0.0,78.15484671274145,1885,5,28,28.5
4.1,0.0,78.15484671274145,1885,5,29,27.7
9.7,0.0,78.15484671274145,1885,5,30,27.1
21.7,0.0,78.15484671274145,1885,5,31,26.65
0.0,0.0,78.15484671274145,1885,6,1,28.15
0.0,0.0,78.15484671274145,1885,6,2,28.75
0.0,0.0,78.15484671274145,1885,6,3,28.3
0.4,0.0,78.15484671274145,1885,6,4,26.6
0.0,0.0,78.15484671274145,1885,6,5,26.05
13.2,0.0,78.15484671274145,1885,6,6,26.5
63.7,0.0,78.15484671274145,1885,6,7,26.25
175.6,0.0,78.15484671274145,1885,6,8,24.75
0.0,0.0,78.15484671274145,1885,6,9,27.65
0.1,0.0,78.15484671274145,1885,6,10,26.35
123.7,0.0,78.15484671274145,1885,6,11,24.0
320.9,0.0,78.15484671274145,1885,6,12,24.75
12.6,0.0,78.15484671274145,1885,6,13,26.35
0.3,0.0,78.15484671274145,1885,6,14,28.549999999999997
0.4,0.0,78.15484671274145,1885,6,15,28.5
1.3,0.0,78.15484671274145,1885,6,16,28.6
0.3,0.0,78.15484671274145,1885,6,17,28.15
2.8,0.0,78.15484671274145,1885,6,18,27.65
5.8,0.0,78.15484671274145,1885,6,19,27.05
12.7,0.0,78.15484671274145,1885,6,20,27.35
16.0,0.0,78.15484671274145,1885,6,21,27.1
2.0,0.0,78.15484671274145,1885,6,22,27.35
5.8,0.0,78.15484671274145,1885,6,23,27.6
36.2,0.0,78.15484671274145,1885,6,24,26.950000000000003
0.0,0.0,78.15484671274145,1885,6,25,27.799999999999997
0.0,0.0,78.15484671274145,1885,6,26,27.9
0.3,0.0,78.15484671274145,1885,6,27,27.799999999999997
3.2,0.0,78.15484671274145,1885,6,28,28.15
0.0,0.0,78.15484671274145,1885,6,29,29.25
0.0,0.0,78.15484671274145,1885,6,30,29.5
0.9,0.0,78.15484671274145,1885,7,1,28.450000000000003
75.8,0.0,78.15484671274145,1885,7,2,26.0
4.1,0.0,78.15484671274145,1885,7,3,28.3
0.0,0.0,78.15484671274145,1885,7,4,27.2
28.1,0.0,78.15484671274145,1885,7,5,25.950000000000003
52.1,0.0,78.15484671274145,1885,7,6,25.700000000000003
0.3,0.0,78.15484671274145,1885,7,7,28.4
0.0,0.0,78.15484671274145,1885,7,8,28.55
0.0,0.0,78.15484671274145,1885,7,9,28.4
5.1,0.0,78.15484671274145,1885,7,10,28.25
0.3,0.0,78.15484671274145,1885,7,11,28.2
4.4,0.0,78.15484671274145,1885,7,12,26.75
6.4,0.0,78.15484671274145,1885,7,13,27.15
0.3,0.0,78.15484671274145,1885,7,14,26.95
0.0,0.0,78.15484671274145,1885,7,15,27.1
0.0,0.0,78.15484671274145,1885,7,16,27.35
