Updated Date and Time (in Hong Kong Time),Ending Date and Time (in Hong Kong Time),Latitude (degree),Longitude (degree),Half-hourly Nowcast Accumulated Rainfall (mm)
202404251024,202404251054,23.487,114.124,0.07
202404251024,202404251054,23.487,114.143,0.07
202404251024,202404251054,23.487,114.163,0.05
202404251024,202404251054,23.487,114.182,0.02
202404251024,202404251054,23.487,114.202,0.01
202404251024,202404251054,23.487,114.221,0.00
202404251024,202404251054,23.487,114.240,0.00
202404251024,202404251054,23.487,114.260,0.00
202404251024,202404251054,23.487,114.279,0.00
202404251024,202404251054,23.487,114.299,0.00
202404251024,202404251054,23.487,114.318,0.00
202404251024,202404251054,23.487,114.338,0.00
202404251024,202404251054,23.487,114.357,0.00
202404251024,202404251054,23.487,114.377,0.00
202404251024,202404251054,23.487,114.396,0.00
202404251024,202404251054,23.487,114.416,0.00
202404251024,202404251054,23.487,114.435,0.00
202404251024,202404251054,23.487,114.454,0.00
202404251024,202404251054,23.487,114.474,0.00
202404251024,202404251054,23.487,114.493,0.00
202404251024,202404251054,23.487,114.513,0.00
202404251024,202404251054,23.487,114.532,0.00
202404251024,202404251054,23.487,114.552,0.00
202404251024,202404251054,23.487,114.571,0.00
202404251024,202404251054,23.487,114.591,0.01
202404251024,202404251054,23.487,114.610,0.11
202404251024,202404251054,23.487,114.630,0.46
202404251024,202404251054,23.487,114.649,0.71
202404251024,202404251054,23.487,114.669,1.44
202404251024,202404251054,23.487,114.688,2.46
202404251024,202404251054,23.487,114.707,3.66
202404251024,202404251054,23.487,114.727,5.09
202404251024,202404251054,23.487,114.746,5.10
202404251024,202404251054,23.487,114.766,5.51
202404251024,202404251054,23.487,114.785,5.51
202404251024,202404251054,23.487,114.805,5.58
202404251024,202404251054,23.487,114.824,4.94
202404251024,202404251054,23.487,114.844,4.44
202404251024,202404251054,23.487,114.863,3.85
202404251024,202404251054,23.487,114.883,2.48
202404251024,202404251054,23.487,114.902,0.62
202404251024,202404251054,23.487,114.921,0.05
202404251024,202404251054,23.487,114.941,0.00
202404251024,202404251054,23.487,114.960,0.00
202404251024,202404251054,23.487,114.980,0.01
202404251024,202404251054,23.487,114.999,0.03
202404251024,202404251054,23.487,115.019,0.51
202404251024,202404251054,23.487,115.038,1.84
202404251024,202404251054,23.487,115.058,4.08
202404251024,202404251054,23.487,115.077,10.52
202404251024,202404251054,23.487,115.097,18.86
202404251024,202404251054,23.487,115.116,24.97
202404251024,202404251054,23.487,115.135,32.20
202404251024,202404251054,23.487,115.155,35.19
202404251024,202404251054,23.487,115.174,35.25
202404251024,202404251054,23.487,115.194,29.99
202404251024,202404251054,23.487,115.213,22.33
202404251024,202404251054,23.487,115.233,17.71
202404251024,202404251054,23.487,115.252,16.52
202404251024,202404251054,23.487,115.272,16.01
202404251024,202404251054,23.487,115.291,14.76
202404251024,202404251054,23.469,112.956,0.00
202404251024,202404251054,23.469,112.976,0.00
202404251024,202404251054,23.469,112.995,0.00
202404251024,202404251054,23.469,113.015,0.00
202404251024,202404251054,23.469,113.034,0.00
202404251024,202404251054,23.469,113.054,0.00
202404251024,202404251054,23.469,113.073,0.00
202404251024,202404251054,23.469,113.093,0.00
202404251024,202404251054,23.469,113.112,0.00
202404251024,202404251054,23.469,113.131,0.00
202404251024,202404251054,23.469,113.151,0.00
202404251024,202404251054,23.469,113.170,0.00
202404251024,202404251054,23.469,113.190,0.00
202404251024,202404251054,23.469,113.209,0.00
202404251024,202404251054,23.469,113.229,0.00
202404251024,202404251054,23.469,113.248,0.00
202404251024,202404251054,23.469,113.268,0.00
202404251024,202404251054,23.469,113.287,0.00
202404251024,202404251054,23.469,113.307,0.00
202404251024,202404251054,23.469,113.326,0.00
202404251024,202404251054,23.469,113.345,0.00
202404251024,202404251054,23.469,113.365,0.00
202404251024,202404251054,23.469,113.384,0.00
202404251024,202404251054,23.469,113.404,0.00
202404251024,202404251054,23.469,113.423,0.00
202404251024,202404251054,23.469,113.443,0.00
202404251024,202404251054,23.469,113.462,0.00
202404251024,202404251054,23.469,113.482,0.00
202404251024,202404251054,23.469,113.501,0.00
202404251024,202404251054,23.469,113.521,0.00
202404251024,202404251054,23.469,113.540,0.00
202404251024,202404251054,23.469,113.560,0.00
202404251024,202404251054,23.469,113.579,0.00
202404251024,202404251054,23.469,113.598,0.00
202404251024,202404251054,23.469,113.618,0.00
202404251024,202404251054,23.469,113.637,0.00
202404251024,202404251054,23.469,113.657,0.00
202404251024,202404251054,23.469,113.676,0.00
202404251024,202404251054,23.469,113.696,0.00
202404251024,202404251054,23.469,113.715,0.00
202404251024,202404251054,23.469,113.735,0.00
202404251024,202404251054,23.469,113.754,0.00
202404251024,202404251054,23.469,113.774,0.00
202404251024,202404251054,23.469,113.793,0.00
202404251024,202404251054,23.469,113.812,0.00
202404251024,202404251054,23.469,113.832,0.00
202404251024,202404251054,23.469,113.851,0.00
202404251024,202404251054,23.469,113.871,0.00
202404251024,202404251054,23.469,113.890,0.00
202404251024,202404251054,23.469,113.910,0.01
202404251024,202404251054,23.469,113.929,0.01
202404251024,202404251054,23.469,113.949,0.01
202404251024,202404251054,23.469,113.968,0.03
202404251024,202404251054,23.469,113.988,0.04
202404251024,202404251054,23.469,114.007,0.02
202404251024,202404251054,23.469,114.026,0.04
202404251024,202404251054,23.469,114.046,0.05
202404251024,202404251054,23.469,114.065,0.07
202404251024,202404251054,23.469,114.085,0.08
202404251024,202404251054,23.469,114.104,0.06
202404251024,202404251054,23.469,114.124,0.04
202404251024,202404251054,23.469,114.143,0.02
202404251024,202404251054,23.469,114.163,0.01
202404251024,202404251054,23.469,114.182,0.00
202404251024,202404251054,23.469,114.202,0.00
202404251024,202404251054,23.469,114.221,0.00
202404251024,202404251054,23.469,114.240,0.00
202404251024,202404251054,23.469,114.260,0.00
202404251024,202404251054,23.469,114.279,0.00
202404251024,202404251054,23.469,114.299,0.00
202404251024,202404251054,23.469,114.318,0.00
202404251024,202404251054,23.469,114.338,0.00
202404251024,202404251054,23.469,114.357,0.00
202404251024,202404251054,23.469,114.377,0.00
202404251024,202404251054,23.469,114.396,0.00
202404251024,202404251054,23.469,114.416,0.00
202404251024,202404251054,23.469,114.435,0.00
202404251024,202404251054,23.469,114.454,0.00
202404251024,202404251054,23.469,114.474,0.00
202404251024,202404251054,23.469,114.493,0.00
202404251024,202404251054,23.469,114.513,0.00
202404251024,202404251054,23.469,114.532,0.00
202404251024,202404251054,23.469,114.552,0.00
202404251024,202404251054,23.469,114.571,0.00
202404251024,202404251054,23.469,114.591,0.00
202404251024,202404251054,23.469,114.610,0.05
202404251024,202404251054,23.469,114.630,0.76
202404251024,202404251054,23.469,114.649,1.24
202404251024,202404251054,23.469,114.669,1.69
202404251024,202404251054,23.469,114.688,2.94
202404251024,202404251054,23.469,114.707,4.18
202404251024,202404251054,23.469,114.727,6.11
202404251024,202404251054,23.469,114.746,6.83
202404251024,202404251054,23.469,114.766,6.97
202404251024,202404251054,23.469,114.785,7.10
202404251024,202404251054,23.469,114.805,7.07
202404251024,202404251054,23.469,114.824,6.31
202404251024,202404251054,23.469,114.844,5.00
202404251024,202404251054,23.469,114.863,3.98
202404251024,202404251054,23.469,114.883,3.24
202404251024,202404251054,23.469,114.902,1.53
202404251024,202404251054,23.469,114.921,0.39
202404251024,202404251054,23.469,114.941,0.02
202404251024,202404251054,23.469,114.960,0.00
202404251024,202404251054,23.469,114.980,0.00
202404251024,202404251054,23.469,114.999,0.04
202404251024,202404251054,23.469,115.019,0.51
202404251024,202404251054,23.469,115.038,1.77
202404251024,202404251054,23.469,115.058,4.36
202404251024,202404251054,23.469,115.077,13.82
202404251024,202404251054,23.469,115.097,27.23
202404251024,202404251054,23.469,115.116,34.05
202404251024,202404251054,23.469,115.135,37.86
202404251024,202404251054,23.469,115.155,38.55
202404251024,202404251054,23.469,115.174,37.51
202404251024,202404251054,23.469,115.194,31.60
202404251024,202404251054,23.469,115.213,22.67
202404251024,202404251054,23.469,115.233,14.90
202404251024,202404251054,23.469,115.252,11.65
202404251024,202404251054,23.469,115.272,9.39
202404251024,202404251054,23.469,115.291,7.68
202404251024,202404251054,23.451,112.956,0.00
202404251024,202404251054,23.451,112.976,0.00
202404251024,202404251054,23.451,112.995,0.00
202404251024,202404251054,23.451,113.015,0.00
202404251024,202404251054,23.451,113.034,0.00
202404251024,202404251054,23.451,113.054,0.00
202404251024,202404251054,23.451,113.073,0.00
202404251024,202404251054,23.451,113.093,0.00
202404251024,202404251054,23.451,113.112,0.00
202404251024,202404251054,23.451,113.131,0.00
202404251024,202404251054,23.451,113.151,0.00
202404251024,202404251054,23.451,113.170,0.00
202404251024,202404251054,23.451,113.190,0.00
202404251024,202404251054,23.451,113.209,0.00
202404251024,202404251054,23.451,113.229,0.00
202404251024,202404251054,23.451,113.248,0.00
202404251024,202404251054,23.451,113.268,0.00
202404251024,202404251054,23.451,113.287,0.00
202404251024,202404251054,23.451,113.307,0.00
202404251024,202404251054,23.451,113.326,0.00
202404251024,202404251054,23.451,113.345,0.00
202404251024,202404251054,23.451,113.365,0.00
202404251024,202404251054,23.451,113.384,0.00
202404251024,202404251054,23.451,113.404,0.00
202404251024,202404251054,23.451,113.423,0.00
202404251024,202404251054,23.451,113.443,0.00
202404251024,202404251054,23.451,113.462,0.00
202404251024,202404251054,23.451,113.482,0.00
202404251024,202404251054,23.451,113.501,0.00
202404251024,202404251054,23.451,113.521,0.00
202404251024,202404251054,23.451,113.540,0.00
202404251024,202404251054,23.451,113.560,0.00
202404251024,202404251054,23.451,113.579,0.00
202404251024,202404251054,23.451,113.598,0.00
202404251024,202404251054,23.451,113.618,0.00
202404251024,202404251054,23.451,113.637,0.00
202404251024,202404251054,23.451,113.657,0.00
202404251024,202404251054,23.451,113.676,0.00
202404251024,202404251054,23.451,113.696,0.00
202404251024,202404251054,23.451,113.715,0.00
202404251024,202404251054,23.451,113.735,0.00
202404251024,202404251054,23.451,113.754,0.00
202404251024,202404251054,23.451,113.774,0.00
202404251024,202404251054,23.451,113.793,0.00
202404251024,202404251054,23.451,113.812,0.00
202404251024,202404251054,23.451,113.832,0.00
202404251024,202404251054,23.451,113.851,0.01
202404251024,202404251054,23.451,113.871,0.01
202404251024,202404251054,23.451,113.890,0.01
202404251024,202404251054,23.451,113.910,0.02
202404251024,202404251054,23.451,113.929,0.04
202404251024,202404251054,23.451,113.949,0.06
202404251024,202404251054,23.451,113.968,0.08
202404251024,202404251054,23.451,113.988,0.10
202404251024,202404251054,23.451,114.007,0.06
202404251024,202404251054,23.451,114.026,0.04
202404251024,202404251054,23.451,114.046,0.04
202404251024,202404251054,23.451,114.065,0.04
202404251024,202404251054,23.451,114.085,0.03
202404251024,202404251054,23.451,114.104,0.02
202404251024,202404251054,23.451,114.124,0.00
202404251024,202404251054,23.451,114.143,0.00
202404251024,202404251054,23.451,114.163,0.00
202404251024,202404251054,23.451,114.182,0.00
202404251024,202404251054,23.451,114.202,0.00
202404251024,202404251054,23.451,114.221,0.00
202404251024,202404251054,23.451,114.240,0.00
202404251024,202404251054,23.451,114.260,0.00
202404251024,202404251054,23.451,114.279,0.00
202404251024,202404251054,23.451,114.299,0.00
202404251024,202404251054,23.451,114.318,0.00
202404251024,202404251054,23.451,114.338,0.00
202404251024,202404251054,23.451,114.357,0.00
202404251024,202404251054,23.451,114.377,0.00
202404251024,202404251054,23.451,114.396,0.00
202404251024,202404251054,23.451,114.416,0.00
202404251024,202404251054,23.451,114.435,0.00
202404251024,202404251054,23.451,114.454,0.00
202404251024,202404251054,23.451,114.474,0.00
202404251024,202404251054,23.451,114.493,0.00
202404251024,202404251054,23.451,114.513,0.00
202404251024,202404251054,23.451,114.532,0.00
202404251024,202404251054,23.451,114.552,0.00
202404251024,202404251054,23.451,114.571,0.00
202404251024,202404251054,23.451,114.591,0.00
202404251024,202404251054,23.451,114.610,0.05
202404251024,202404251054,23.451,114.630,0.84
202404251024,202404251054,23.451,114.649,2.12
202404251024,202404251054,23.451,114.669,3.21
202404251024,202404251054,23.451,114.688,3.51
202404251024,202404251054,23.451,114.707,4.14
202404251024,202404251054,23.451,114.727,5.12
202404251024,202404251054,23.451,114.746,6.33
202404251024,202404251054,23.451,114.766,6.08
202404251024,202404251054,23.451,114.785,6.26
202404251024,202404251054,23.451,114.805,6.21
202404251024,202404251054,23.451,114.824,5.83
202404251024,202404251054,23.451,114.844,4.72
202404251024,202404251054,23.451,114.863,3.42
202404251024,202404251054,23.451,114.883,3.05
202404251024,202404251054,23.451,114.902,2.02
202404251024,202404251054,23.451,114.921,0.97
202404251024,202404251054,23.451,114.941,0.25
202404251024,202404251054,23.451,114.960,0.05
202404251024,202404251054,23.451,114.980,0.01
202404251024,202404251054,23.451,114.999,0.08
202404251024,202404251054,23.451,115.019,0.30
202404251024,202404251054,23.451,115.038,1.53
202404251024,202404251054,23.451,115.058,5.84
202404251024,202404251054,23.451,115.077,17.89
202404251024,202404251054,23.451,115.097,33.72
202404251024,202404251054,23.451,115.116,41.41
202404251024,202404251054,23.451,115.135,44.19
202404251024,202404251054,23.451,115.155,44.21
202404251024,202404251054,23.451,115.174,41.68
202404251024,202404251054,23.451,115.194,31.12
202404251024,202404251054,23.451,115.213,18.00
202404251024,202404251054,23.451,115.233,10.88
202404251024,202404251054,23.451,115.252,8.04
202404251024,202404251054,23.451,115.272,5.09
202404251024,202404251054,23.451,115.291,2.69
202404251024,202404251054,23.433,112.956,0.00
202404251024,202404251054,23.433,112.976,0.00
202404251024,202404251054,23.433,112.995,0.00
202404251024,202404251054,23.433,113.015,0.00
202404251024,202404251054,23.433,113.034,0.00
202404251024,202404251054,23.433,113.054,0.00
202404251024,202404251054,23.433,113.073,0.00
202404251024,202404251054,23.433,113.093,0.00
202404251024,202404251054,23.433,113.112,0.00
202404251024,202404251054,23.433,113.131,0.00
202404251024,202404251054,23.433,113.151,0.00
202404251024,202404251054,23.433,113.170,0.00
202404251024,202404251054,23.433,113.190,0.00
202404251024,202404251054,23.433,113.209,0.00
202404251024,202404251054,23.433,113.229,0.00
202404251024,202404251054,23.433,113.248,0.00
202404251024,202404251054,23.433,113.268,0.00
202404251024,202404251054,23.433,113.287,0.00
202404251024,202404251054,23.433,113.307,0.00
202404251024,202404251054,23.433,113.326,0.00
202404251024,202404251054,23.433,113.345,0.00
202404251024,202404251054,23.433,113.365,0.00
202404251024,202404251054,23.433,113.384,0.00
202404251024,202404251054,23.433,113.404,0.00
202404251024,202404251054,23.433,113.423,0.00
202404251024,202404251054,23.433,113.443,0.00
202404251024,202404251054,23.433,113.462,0.00
202404251024,202404251054,23.433,113.482,0.00
202404251024,202404251054,23.433,113.501,0.00
202404251024,202404251054,23.433,113.521,0.00
202404251024,202404251054,23.433,113.540,0.00
202404251024,202404251054,23.433,113.560,0.00
202404251024,202404251054,23.433,113.579,0.00
202404251024,202404251054,23.433,113.598,0.00
202404251024,202404251054,23.433,113.618,0.00
202404251024,202404251054,23.433,113.637,0.00
202404251024,202404251054,23.433,113.657,0.00
202404251024,202404251054,23.433,113.676,0.00
202404251024,202404251054,23.433,113.696,0.00
202404251024,202404251054,23.433,113.715,0.00
202404251024,202404251054,23.433,113.735,0.00
202404251024,202404251054,23.433,113.754,0.00
202404251024,202404251054,23.433,113.774,0.00
202404251024,202404251054,23.433,113.793,0.00
202404251024,202404251054,23.433,113.812,0.00
202404251024,202404251054,23.433,113.832,0.00
202404251024,202404251054,23.433,113.851,0.01
202404251024,202404251054,23.433,113.871,0.02
202404251024,202404251054,23.433,113.890,0.03
202404251024,202404251054,23.433,113.910,0.06
202404251024,202404251054,23.433,113.929,0.08
202404251024,202404251054,23.433,113.949,0.10
202404251024,202404251054,23.433,113.968,0.10
202404251024,202404251054,23.433,113.988,0.09
202404251024,202404251054,23.433,114.007,0.05
202404251024,202404251054,23.433,114.026,0.02
202404251024,202404251054,23.433,114.046,0.01
202404251024,202404251054,23.433,114.065,0.01
202404251024,202404251054,23.433,114.085,0.01
202404251024,202404251054,23.433,114.104,0.00
202404251024,202404251054,23.433,114.124,0.00
202404251024,202404251054,23.433,114.143,0.00
202404251024,202404251054,23.433,114.163,0.00
202404251024,202404251054,23.433,114.182,0.00
202404251024,202404251054,23.433,114.202,0.00
202404251024,202404251054,23.433,114.221,0.00
202404251024,202404251054,23.433,114.240,0.00
202404251024,202404251054,23.433,114.260,0.00
202404251024,202404251054,23.433,114.279,0.00
202404251024,202404251054,23.433,114.299,0.00
202404251024,202404251054,23.433,114.318,0.00
202404251024,202404251054,23.433,114.338,0.00
202404251024,202404251054,23.433,114.357,0.00
202404251024,202404251054,23.433,114.377,0.00
202404251024,202404251054,23.433,114.396,0.00
202404251024,202404251054,23.433,114.416,0.00
202404251024,202404251054,23.433,114.435,0.00
202404251024,202404251054,23.433,114.454,0.00
202404251024,202404251054,23.433,114.474,0.00
202404251024,202404251054,23.433,114.493,0.00
202404251024,202404251054,23.433,114.513,0.00
202404251024,202404251054,23.433,114.532,0.00
202404251024,202404251054,23.433,114.552,0.00
202404251024,202404251054,23.433,114.571,0.00
202404251024,202404251054,23.433,114.591,0.00
202404251024,202404251054,23.433,114.610,0.03
202404251024,202404251054,23.433,114.630,0.37
202404251024,202404251054,23.433,114.649,1.61
202404251024,202404251054,23.433,114.669,3.03
202404251024,202404251054,23.433,114.688,2.74
202404251024,202404251054,23.433,114.707,3.01
202404251024,202404251054,23.433,114.727,3.43
202404251024,202404251054,23.433,114.746,4.17
202404251024,202404251054,23.433,114.766,4.12
202404251024,202404251054,23.433,114.785,4.21
202404251024,202404251054,23.433,114.805,4.29
202404251024,202404251054,23.433,114.824,4.11
202404251024,202404251054,23.433,114.844,3.67
202404251024,202404251054,23.433,114.863,2.86
202404251024,202404251054,23.433,114.883,2.49
202404251024,202404251054,23.433,114.902,1.81
202404251024,202404251054,23.433,114.921,1.13
202404251024,202404251054,23.433,114.941,0.48
202404251024,202404251054,23.433,114.960,0.14
202404251024,202404251054,23.433,114.980,0.01
202404251024,202404251054,23.433,114.999,0.16
202404251024,202404251054,23.433,115.019,0.95
202404251024,202404251054,23.433,115.038,4.22
202404251024,202404251054,23.433,115.058,10.83
202404251024,202404251054,23.433,115.077,27.81
202404251024,202404251054,23.433,115.097,42.25
202404251024,202404251054,23.433,115.116,45.93
202404251024,202404251054,23.433,115.135,47.42
202404251024,202404251054,23.433,115.155,47.33
202404251024,202404251054,23.433,115.174,42.11
202404251024,202404251054,23.433,115.194,30.73
202404251024,202404251054,23.433,115.213,14.68
202404251024,202404251054,23.433,115.233,7.79
202404251024,202404251054,23.433,115.252,5.61
202404251024,202404251054,23.433,115.272,3.32
202404251024,202404251054,23.433,115.291,1.50
202404251024,202404251054,23.415,112.956,0.00
202404251024,202404251054,23.415,112.976,0.00
202404251024,202404251054,23.415,112.995,0.00
202404251024,202404251054,23.415,113.015,0.00
202404251024,202404251054,23.415,113.034,0.00
202404251024,202404251054,23.415,113.054,0.00
202404251024,202404251054,23.415,113.073,0.00
202404251024,202404251054,23.415,113.093,0.00
202404251024,202404251054,23.415,113.112,0.00
202404251024,202404251054,23.415,113.131,0.00
202404251024,202404251054,23.415,113.151,0.00
202404251024,202404251054,23.415,113.170,0.00
202404251024,202404251054,23.415,113.190,0.00
202404251024,202404251054,23.415,113.209,0.00
202404251024,202404251054,23.415,113.229,0.00
202404251024,202404251054,23.415,113.248,0.00
202404251024,202404251054,23.415,113.268,0.00
202404251024,202404251054,23.415,113.287,0.00
202404251024,202404251054,23.415,113.307,0.00
202404251024,202404251054,23.415,113.326,0.00
202404251024,202404251054,23.415,113.345,0.00
202404251024,202404251054,23.415,113.365,0.00
202404251024,202404251054,23.415,113.384,0.00
202404251024,202404251054,23.415,113.404,0.00
202404251024,202404251054,23.415,113.423,0.00
202404251024,202404251054,23.415,113.443,0.00
202404251024,202404251054,23.415,113.462,0.00
202404251024,202404251054,23.415,113.482,0.00
202404251024,202404251054,23.415,113.501,0.00
202404251024,202404251054,23.415,113.521,0.00
202404251024,202404251054,23.415,113.540,0.00
202404251024,202404251054,23.415,113.560,0.00
202404251024,202404251054,23.415,113.579,0.00
202404251024,202404251054,23.415,113.598,0.00
202404251024,202404251054,23.415,113.618,0.00
202404251024,202404251054,23.415,113.637,0.00
202404251024,202404251054,23.415,113.657,0.00
202404251024,202404251054,23.415,113.676,0.00
202404251024,202404251054,23.415,113.696,0.00
202404251024,202404251054,23.415,113.715,0.00
202404251024,202404251054,23.415,113.735,0.00
202404251024,202404251054,23.415,113.754,0.00
202404251024,202404251054,23.415,113.774,0.00
202404251024,202404251054,23.415,113.793,0.00
202404251024,202404251054,23.415,113.812,0.00
202404251024,202404251054,23.415,113.832,0.02
202404251024,202404251054,23.415,113.851,0.04
202404251024,202404251054,23.415,113.871,0.08
202404251024,202404251054,23.415,113.890,0.10
202404251024,202404251054,23.415,113.910,0.11
202404251024,202404251054,23.415,113.929,0.11
202404251024,202404251054,23.415,113.949,0.08
202404251024,202404251054,23.415,113.968,0.06
202404251024,202404251054,23.415,113.988,0.03
202404251024,202404251054,23.415,114.007,0.01
202404251024,202404251054,23.415,114.026,0.01
202404251024,202404251054,23.415,114.046,0.00
202404251024,202404251054,23.415,114.065,0.00
202404251024,202404251054,23.415,114.085,0.00
202404251024,202404251054,23.415,114.104,0.00
202404251024,202404251054,23.415,114.124,0.00
202404251024,202404251054,23.415,114.143,0.00
202404251024,202404251054,23.415,114.163,0.00
202404251024,202404251054,23.415,114.182,0.00
202404251024,202404251054,23.415,114.202,0.00
202404251024,202404251054,23.415,114.221,0.00
202404251024,202404251054,23.415,114.240,0.00
202404251024,202404251054,23.415,114.260,0.00
202404251024,202404251054,23.415,114.279,0.00
202404251024,202404251054,23.415,114.299,0.00
202404251024,202404251054,23.415,114.318,0.00
202404251024,202404251054,23.415,114.338,0.00
202404251024,202404251054,23.415,114.357,0.00
202404251024,202404251054,23.415,114.377,0.00
202404251024,202404251054,23.415,114.396,0.00
202404251024,202404251054,23.415,114.416,0.00
202404251024,202404251054,23.415,114.435,0.00
202404251024,202404251054,23.415,114.454,0.00
202404251024,202404251054,23.415,114.474,0.00
202404251024,202404251054,23.415,114.493,0.00
202404251024,202404251054,23.415,114.513,0.00
202404251024,202404251054,23.415,114.532,0.00
202404251024,202404251054,23.415,114.552,0.00
202404251024,202404251054,23.415,114.571,0.00
202404251024,202404251054,23.415,114.591,0.00
202404251024,202404251054,23.415,114.610,0.00
202404251024,202404251054,23.415,114.630,0.06
202404251024,202404251054,23.415,114.649,0.42
202404251024,202404251054,23.415,114.669,1.12
202404251024,202404251054,23.415,114.688,1.23
202404251024,202404251054,23.415,114.707,1.39
202404251024,202404251054,23.415,114.727,1.89
202404251024,202404251054,23.415,114.746,2.31
202404251024,202404251054,23.415,114.766,2.49
202404251024,202404251054,23.415,114.785,2.50
202404251024,202404251054,23.415,114.805,2.57
202404251024,202404251054,23.415,114.824,2.52
202404251024,202404251054,23.415,114.844,2.39
202404251024,202404251054,23.415,114.863,1.97
202404251024,202404251054,23.415,114.883,1.59
202404251024,202404251054,23.415,114.902,1.12
202404251024,202404251054,23.415,114.921,0.70
202404251024,202404251054,23.415,114.941,0.34
202404251024,202404251054,23.415,114.960,0.13
202404251024,202404251054,23.415,114.980,0.02
202404251024,202404251054,23.415,114.999,0.17
202404251024,202404251054,23.415,115.019,2.57
202404251024,202404251054,23.415,115.038,10.96
202404251024,202404251054,23.415,115.058,24.83
202404251024,202404251054,23.415,115.077,52.30
202404251024,202404251054,23.415,115.097,67.44
202404251024,202404251054,23.415,115.116,67.59
202404251024,202404251054,23.415,115.135,63.10
202404251024,202404251054,23.415,115.155,56.48
202404251024,202404251054,23.415,115.174,43.53
202404251024,202404251054,23.415,115.194,27.70
202404251024,202404251054,23.415,115.213,10.09
202404251024,202404251054,23.415,115.233,4.09
202404251024,202404251054,23.415,115.252,2.53
202404251024,202404251054,23.415,115.272,1.29
202404251024,202404251054,23.415,115.291,0.49
202404251024,202404251054,23.397,112.956,0.00
202404251024,202404251054,23.397,112.976,0.00
202404251024,202404251054,23.397,112.995,0.00
202404251024,202404251054,23.397,113.015,0.00
202404251024,202404251054,23.397,113.034,0.00
202404251024,202404251054,23.397,113.054,0.00
202404251024,202404251054,23.397,113.073,0.00
202404251024,202404251054,23.397,113.093,0.00
202404251024,202404251054,23.397,113.112,0.00
202404251024,202404251054,23.397,113.131,0.00
202404251024,202404251054,23.397,113.151,0.00
202404251024,202404251054,23.397,113.170,0.00
202404251024,202404251054,23.397,113.190,0.00
202404251024,202404251054,23.397,113.209,0.00
202404251024,202404251054,23.397,113.229,0.00
202404251024,202404251054,23.397,113.248,0.00
202404251024,202404251054,23.397,113.268,0.00
202404251024,202404251054,23.397,113.287,0.00
202404251024,202404251054,23.397,113.307,0.00
202404251024,202404251054,23.397,113.326,0.00
202404251024,202404251054,23.397,113.345,0.00
202404251024,202404251054,23.397,113.365,0.00
202404251024,202404251054,23.397,113.384,0.00
202404251024,202404251054,23.397,113.404,0.00
